id,word
138,have which <eos> the <unk> in and of to N that a are were for on closed with at as
139,california co. <unk> the pacific 's <eos> new N and of corp. to markets europe states africa optical comfort a
140,be take go return <unk> the have <eos> N see a of to in never and get raise find 's
141,only no a the for he great <unk> <eos> N of to in and 's that $ is it said
142,as the <eos> in that <unk> a what normal N of to by at its he has about since before
143,<unk> <eos> the N of to a and in things products hand 's major companies financial for that than investors
144,the a europe <unk> N <eos> as of to in and by its this more state reports canada homes districts
145,<eos> on the and he several where oct. today monday tuesday wednesday announcement tomorrow <unk> N of to a in
146,calls <eos> <unk> the and N to a in service of company companies number services line lines he 's according
147,the N $ <unk> a <eos> new south oil ms. advertising hud kkr of to in and its 's that
148,of <unk> to do kind the <eos> N a in and 's that for $ is it said on by
149,<unk> than <eos> the of N to a and in for 's that on $ is it said at by
150,after <eos> the <unk> to and in N are who of a service have will were ' for is that
151,greater cheaper considerable <unk> the N <eos> share of to a in year and $ new 's for that is
152,making the <eos> <unk> N a it of to and in that he they mr. 's year for $ is
153,the <unk> analysts N traders <eos> a to of in at are and could investment companies higher money that my
154,N <eos> to of million the in <unk> and a billion from for on cents at days 's stake that
155,N <unk> the <eos> of to a in and 's that for $ is it said on at by as
156,dealers painewebber the <unk> us <eos> N 's of to mr. a in people you her offer and same your
157,for <eos> seeking the and <unk> to complaining that a from N into are their of immediately in it on
158,the its a <unk> <eos> N $ to their of and at off it all in that for his or
159,rather <unk> the <eos> a N is of to in do need are and at going want believe have 's
160,the N $ <unk> a <eos> is other of these to previous ford problems others actually in and its 's
161,rates in <eos> the <unk> rate to and of N payments on a is income expense that for from 's
162,lesson <unk> the N <eos> share of to a in year and $ new 's for that is it said
163,<unk> the N <eos> share new of to piece a big in year and $ boost phone decent major lot
164,$ the <unk> N <eos> a to its of in and more those that c$ gains slowing crazy yes 's
165,for were <eos> the <unk> in to and N are from at of a that on would rose because 's
166,be not <unk> the <eos> N of to have a in and continue take 's that for make remain $
167,the <unk> a <eos> N him of mr. to and it in other its that them most her $ an
168,said to and was <unk> reported law <eos> commercial attorney reflect the john N on of company who other maker
169,N million <eos> <unk> to the of a billion and in crash cents for months is that 's from years
170,<unk> N the <eos> of in to a $ and major big company reason is that year 's for analyst
171,N <unk> sales part cupertino notorious the <eos> of to a in and $ own 's for that first new
172,the a they are will <unk> <eos> N of it to 's in and is he would mr. for was
173,that <eos> N to the <unk> a $ of and in we it is mr. for an 's there however
174,<unk> the <eos> is a do need are N in of to going want believe at have and get part
175,difficult well clear <unk> the <eos> much N of to a in good and 's little important that for few
176,than <unk> <eos> the of to N and a in for on 's that money like $ is difficult time
177,<unk> the N <eos> of share move to a in year and $ plan for large new way meeting 's
178,that a the <eos> at warner declining probable <unk> N when to of how in and mr. his their all
179,the N <unk> a $ <eos> least of to in and that its an 's about for is this par
180,the that <eos> it they nobody <unk> to N in and a of says said he as facilities mr. is
181,<unk> express stock the <eos> medical N airlines telephone brands to a of and business depositary in home companies 's
182,the N <unk> a <eos> september august of to new and in its october an that cash 's for july
183,been the <unk> n't N a <eos> said to no about of an had in made and $ begun paid
184,at N a says only down the in <unk> between today line <eos> of to and 's that for $
185,of circuit avenue consecutive <unk> the series <eos> N to a by in year and u.s. largest monthly amendment victory
186,the N <unk> <eos> a $ be of to normal in and square work an business japan 's get that
187,to the a <unk> <eos> N of in mr. us and it assets believe rather moving psyllium welfare shots that
188,<unk> <eos> the of and to in N a for that 's on is said with by $ at from
189,<unk> the <eos> N company of to u.s. a in securities and new $ 's for that government market first
190,<eos> and in the is <unk> of N to that was he a says said at as has or it
191,$ N the a <unk> <eos> least of to its in and that an 's about for intent is this
192,with signed <eos> <unk> the to in N was of a 's that it and has will would also years
193,encourage be n't <unk> the <eos> N of to a have in and 's get that for not lead $
194,<unk> move customer fair la respectable the N <eos> share of to a in year and $ new 's for
195,<unk> the N <eos> a of to and in stock $ board new shares earnings 's that for is sales
196,the <eos> certain of to a <unk> it this their such them part problems questions differences conflict disputes injury N
197,to of <eos> the <unk> N in a and at from may according on has will have which had who
198,and <eos> for to the <unk> with N in of a is was 's that which from by as will
199,only the <unk> <eos> N it a in to of he that and mr. they for is as said 's
200,the a <unk> N two $ <eos> least of to four john six gte midwestern in and that its an
201,a the turkey N $ <unk> waertsilae swiss <eos> of to in and its 's that for an is mr.
202,be <unk> the <eos> have N continue of to remain a make in and take become cost sell come that
203,<eos> and were <unk> to the N of it by at from with are will a this because here currently
204,york <unk> the <eos> N of to a and in company jersey england hampshire york-based products $ 's zealand that
205,<unk> the board N <eos> of to third-quarter a $ pretax in and own new 's for that work stock
206,and express paintings dollars <unk> the cents <eos> government N pacific of to a in dollar regulators operations 's that
207,<unk> the N <eos> company of to a in and u.s. new $ market 's year that for first stock
208,to <eos> of <unk> and the in N plant a co. is plants that could 's said with but systems
209,$ <unk> the new <eos> state plan budget split schedule recapitalization statutes to a N in of that and offering
210,<eos> in from yen of the <unk> a to and N for $ or is francs that up on nyse
211,the <unk> an a <eos> $ said N now to much generally controlled possible n't six projected contingent exported in
212,to the <unk> <eos> N of a in and 's that for $ is japan familiar grown gradually it said
213,because to for in the <unk> as <eos> of on from a N their been those used though and institutions
214,<unk> be ensure aggressively the N <eos> a $ of to in and 's that for have is make buy
215,argues said <unk> the says <eos> N is was of and has to a 's in had would added will
216,to in <eos> for and he the <unk> that is N as with says more now just between increase americans
217,the <unk> N a <eos> europe south development home nation michigan orange tennessee of to and in new that its
218,<eos> in are and it <unk> the to N a that of for from will because which said 's on
219,$ the <unk> N <eos> a to its of in and more those that c$ gains slowing crazy yes 's
220,<unk> <eos> the and of in to N a 's for that is with said by on at $ it
221,<eos> the of <unk> to development point funded refund and N a in 's for that is said by on
222,N the <unk> <eos> of to a in and 's that for $ is but it said on been at
223,rising <unk> the <eos> N n't a to in of and $ up at 's for that on priced is
224,<unk> <eos> in and into companies oil ahead field the N of to a 's that for $ is it
225,feet <unk> the <eos> N of to a in and 's that for $ is it said on by at
226,in rates <eos> the to <unk> and rate payments N for of with or a on is that income expense
227,N <unk> the close <eos> discuss requests a $ be of to in and 's that for have is make
228,N <unk> the <eos> of to a in and 's that for $ is it said on at by as
229,<eos> of <unk> said 's the with in that for a is and N to which would also has an
230,the them <unk> says other because companies corporate themselves specific and N <eos> of to a its but in those
231,indicated been <unk> the a <eos> N n't to of in and said 's for an $ that had become
232,into a away the <unk> <eos> N to out of in and back it an that more their is for
233,base markets <eos> the <unk> of to N gains and a corp. in is management spending that for international appreciation
234,<unk> the <eos> N money necessary lion of to a company in and national second administration law problem what revenue
235,be <unk> the <eos> not N do a to of get in and make see go only take also 's
236,<unk> the N <eos> company of to a in and u.s. new $ market 's year that for first stock
237,strength <unk> the N <eos> share of to a in year and $ new 's for that is it said
238,chemical <unk> 's said fund is corp. because media the <eos> N of to a in and that for $
239,<eos> <unk> the a and N of to in an said president for 's mr. chairman chief on that r.
240,sales rate <unk> the interest revenue <eos> meeting N a of to growth in and earnings rates report return dividend
241,be the <unk> N <eos> have a $ of get to in and make do see take sell happen 's
242,compared <unk> the expected a n't <eos> N to is likely but in of clearly seen prohibited achieved that and
243,would fell results point volume proposition the <unk> <eos> N of to a in and 's that for $ is
244,of <eos> since based closing the <unk> in to and N a that for index as on by it is
245,been <unk> a the to <eos> N n't of in and had fallen recently made an resulted for that 's
246,<eos> of in that the when do before like agreement without compared included ranging <unk> N to a and 's
247,<eos> plant and <unk> business machinery the is it from are N corp. another used concern businesses division together manufacturer
248,the <unk> N a <eos> its of to japan cash california years exchange three effect products pennsylvania limited des extraordinary
249,vice officer of <eos> <unk> the at in N and who with to from mr. model a suggested midwest search
250,to is over <eos> <unk> the for and with in N because it of a from was ahead by or
251,'s said <eos> <unk> the to and is has N in of a also that was had for which will
252,this the <unk> a <eos> N of to $ in and its that example 's an for is it mr.
253,to by in the for <unk> <eos> N on of a currently as and that 's it his at $
254,<unk> of the in <eos> N and cable to a volume u.s. shareholder since record ever single bank source was
255,in said <unk> the and 's a <eos> of N to which is for $ was that has as reported
256,share <unk> the N <eos> of to a in year and $ new 's for that is it said on
257,N $ the a <unk> <eos> in to of half and they it one three for doubled two that double
258,N million <eos> to the <unk> of a billion and in cents for point was 's days from that years
259,the N a <unk> shares original franklin <eos> $ of to in and its that 's for this it is
260,the <unk> up <eos> of a N its only such internal to for at in and this about his their
261,of <eos> was came the <unk> N to a in and 's that for $ is it said on by
262,a and <unk> <eos> sheets figuring the N of to in 's that for $ is it said on by
263,world <unk> country the <eos> N company of to a time in and u.s. $ same new 's state for
264,<eos> of to <unk> are the and a from in have ' N peter would who for said had that
265,to <eos> the <unk> of and up above N which 's for a at in while off less runs settling
266,be continue fall <unk> the <eos> help go come lead start occur N of to have a in and take
267,& management <unk> capital the and <eos> 's N joined of to a in that for $ is it said
268,<unk> the a <eos> N used of to in sold and able expected for made on an no reached that
269,<unk> the a <eos> N able to in sold of used and $ on more that at for 's made
270,flow reserves interest <eos> initially and <unk> the to N in for of a from income is value with $
271,N the <unk> <eos> of to a in and 's that for $ is it said on at by as
272,<eos> and to of the <unk> is N by $ has which outstanding in a held reduced substantially equaling stems
273,to of <eos> that the <unk> for N in out a and with many it not bank said is 's
274,bring blame transform the <unk> N <eos> a $ be of to in and 's that for have is make
275,the <unk> be N <eos> a $ of to buy in and go begin expand have make mr. sell take
276,to <eos> of is the but N <unk> and in was yield increase increases payment had he due cut resulted
277,than efficient <unk> the <eos> to N of and in a full that for 's on from expensive $ at
278,chemical <unk> 's said fund is corp. because media the <eos> N of to a in and that for $
279,the N a $ <unk> least <eos> of to in and its that an about par this all 's for
280,'s said <eos> <unk> the to and is has N in of a also that was had for which will
281,<unk> the be N <eos> a hit $ of to pay in and meet come report any begin settle return
282,<unk> N the <eos> own of to a $ in and first new 's stock for that stake common board
283,<unk> N the <eos> of in to a $ and major big company reason is that year 's for analyst
284,be <unk> the N <eos> a to $ of have in and do about help more some reduce all 's
285,the N <unk> $ <eos> a mr. to two of what it in and now stocks france them him china
286,year <unk> is the <eos> week N of to month and a in maker time company for bank 's as
287,way the <unk> N a <eos> of to its in and chapter pressure which that mr. an $ 's for
288,N <eos> to of million the in <unk> and a billion from for on cents at days 's stake that
289,the <unk> a N <eos> of to and in its new an that his which 's for their this recent
290,<unk> the number law <eos> down volume currency risks china sense strict tariffs N of to a company in and
291,price competitor <unk> <eos> the and N number to of u.s. amounts a in quantities that for part as 's
292,and group said <unk> the unit 's is to a <eos> of N that in by who because expects which
293,whole <unk> the N <eos> share of to a in year and $ new 's for that is it said
294,has <unk> the owns was is <eos> of N makes will reported to a in said are and it operates
295,<eos> the <unk> that mr. N a he dentsu of to it in and is 's for one $ john
296,dollars the <eos> <unk> a and N in of to by interest was back or up from its that for
297,'s raise <unk> <eos> the group and N said a of to in computer that has is issue reported appears
298,large actual the <unk> a N <eos> of to in and $ its an mr. that 's for it his
299,might the <unk> <eos> N a of it to 's in and is he would they mr. are for was
300,$ <eos> the <unk> more nearly heavily about on N in and to bill a for of is by bills
301,N the <unk> <eos> of to a in and 's that for $ is it said on by at as
302,january the N <unk> a <eos> of to now it they in he and after at last that early his
303,<eos> and in <unk> a the to of N at will are ' that is as from about who on
304,<unk> the N <eos> first company of to a in and year nine u.s. third quarter new past $ 's
305,<eos> and in <unk> a the to of N at will are ' that is as from about who on
306,the <eos> by in a <unk> and its N of later to no next through during early until around for
307,<unk> the N <eos> own affidavit first of a to in and letter district firm company new old 's for
308,<eos> <unk> the and to of by in a N for with that 's is on about its up at
309,<eos> 's the and N <unk> in to of is for a has says than $ by had said that
310,be the <unk> N <eos> a $ of to have in and continue take close begin make 's that show
311,been <unk> a the to <eos> N n't of in and had fallen recently made an resulted for that 's
312,N <eos> to of million the in <unk> and a billion from for on cents at days 's stake that
313,<unk> <eos> the and of to a in N 's for that said is by with on as at from
314,the a <unk> N <eos> of to its an $ mr. in and his that it 's for their other
315,meeting <unk> is mr. way proposal talks conference survey meetings nature the <eos> N of to a in and 's
316,the its a <unk> their to <eos> N and further of in more only federal our friday until credit tuesday
317,<eos> the of to <unk> and N in a ended last for was included 's it with when but includes
318,the a <unk> <eos> N its their of to in all his and federal that recent mr. an one some
319,the that and sales negotiations <unk> with <eos> they their N of to a in 's for $ is it
320,<eos> to for the on would while under got <unk> N of a in and 's that $ is it
321,the <unk> N its a <eos> $ of to in and all their that his 's for this them new
322,<unk> the N <eos> to company of sale a u.s. in and previous $ new market 's for that stock
323,in and <eos> <unk> the were of to for N with are can many want trucking a 's that $
324,gains interest prices <eos> <unk> the N and in to a of growth demand sales earnings that for as 's
325,N <eos> to of million the in <unk> and a billion from for on cents at days 's stake that
326,N to the its <eos> <unk> by in a of $ demand from and competition his their sales costs reserves
327,N <eos> to of million the in <unk> and a billion from for on cents at days 's stake that
328,N $ the <unk> a <eos> to of half in and it that 's for # mr. is its net
329,N $ the <unk> a <eos> to of it in and half that mr. its his their 's for what
330,are <unk> to from be have american use defense try the <eos> N of a in and 's that for
331,<unk> the N <eos> company of to a in and u.s. new $ market 's year that for first stock
332,in the from <eos> <unk> of to N for and over a its is their that $ 's despite was
333,<unk> days the <eos> N are of to and a in people rate things is problems include two funds firms
334,covered <unk> the <eos> N n't a to of in and expected not 's for that $ still being on
335,included <eos> include next although of <unk> the for were in N to and from a are involving that by
336,million N billion <eos> a to the <unk> of in and for cents from on 's that is an $
337,<unk> interview the effort <eos> N of to a attempt in and analyst $ area average apparent estimated additional 's
338,in <eos> to of the <unk> N and was for from is a as by since said will 's when
339,the its <unk> of an his their itself <eos> it N london trelleborg to a in and 's that for
340,<unk> the <eos> N of company to a market in and new u.s. stock hands $ 's for that first
341,machine <eos> and from product machines works numbers the <unk> N of to a in 's that for $ is
342,the 's come established <unk> N <eos> a $ be of to in and that for have is make buy
343,N the <unk> <eos> of to a in and 's that for $ is it said on at million by
344,be <unk> the <eos> N have of to a in and change for continue allow increase include give help cut
345,computer <unk> the <eos> of N to other a in and new case 's more that for time $ major
346,<unk> the N credit <eos> $ a mainframe of to business in work and trucks supreme powerful play desktop bottled
347,be have <unk> n't the <eos> N to of a in and give allow make like not 's require that
348,<eos> the N to from and <unk> a 's of but in compared as after was by for while at
349,<eos> in to are of the <unk> and N for plan a that act issue offering issues as on at
350,to <unk> the <eos> and of N that said a mr. is in treasury corp. on from 's was for
351,<unk> N the <eos> time price share of to a year and in $ spread discount new special news meeting
352,<unk> the N <eos> u.s. of company to a in first and past new third $ market 's stock for
353,<eos> the N 's <unk> to for in and of a on just mr. whether that is by when will
354,benefit-seeking <unk> the <eos> N and of a to governments in that level benefits residents authorities 's government for or
355,partner clients joint <unk> the <eos> companies N investors and to banks of a in company government for auto are
356,the a <unk> N new <eos> of to and in that its an 's for $ is it which this
357,of <unk> senior <eos> the congressional N to in a big and investment dealer economic city administration money chicago computer
358,and jumped will markets soared the <unk> <eos> N of to a in 's that for $ is it said
359,N yesterday last <eos> <unk> in monday the friday new at to tuesday 1970s eurodollars wednesday trading september of a
360,<eos> 's is said and <unk> the of N has in which to you right should opening teaches for a
361,the a <unk> N <eos> all of it to his mr. an in that and its he years two 's
362,price of <eos> a from the in <unk> N to buy-back for on and up or down sales turnover purchases
363,the a <unk> <eos> still being about believed well nearly certainly evident N to n't in of that and expected
364,store <eos> said stores <unk> to 's president credit claims the N of a in and that for $ is
365,the a <unk> N <eos> its way chapter pressure which to of in mr. an and terms that review $
366,the him a N them banks congress consumers lawmakers stations miami smokers <unk> <eos> investors six guber regulatory of to
367,price <unk> the N <eos> share of to a in year and $ new 's for that is it said
368,<unk> the N <eos> of company to a u.s. in and market new $ 's first for that stock is
369,<eos> and <unk> to have the are in of will N a power more who ' today said as from
370,for <eos> to in used the has not we however today using assumes <unk> N of a and 's that
371,of because to the by <eos> a <unk> N in this that and with on as into prices why simply
372,<unk> <eos> the of and to N a in 's for that on is said are by as from with
373,the <unk> a <eos> N not because to of and in what for an $ been that going 's why
374,<unk> than the <eos> and N investors of to a says stocks firm growth banks firms technology states concerns in
375,<eos> but and by this last even earlier annual different employment reducing nbi macy the <unk> N of to a
376,<unk> the N <eos> share new of to $ a year in and former vice for that 's is company
377,<eos> to the <unk> in of and warner N a for when he it on 's is since that mr.
378,<unk> the today advertising personal administrative pulp <eos> of in and N a to for its pressure by at is
379,to <unk> the up in on back well for <eos> further beyond N and into of through ahead ex-dividend a
380,<eos> the <unk> and to of N 's a in on it stock how legal risk prepared commitments for that
381,of <unk> as the <eos> people N in to other a and companies investors analysts years are small more economists
382,n't the <eos> <unk> N to of a not it in and that with so is for 's something more
383,<unk> the N <eos> first company of to a in and year nine u.s. third quarter new past $ 's
384,<unk> <eos> the N most a cup of to and first in financial biggest national only investment markets good operating
385,its the <unk> N a <eos> of to and in new that an 's for $ is it which this
386,other when gains <unk> the N <eos> a to of in and that $ for is 's it chief its
387,<unk> the N <eos> company of to a in and u.s. new $ market 's year that for first stock
388,market N the <eos> from to <unk> $ a in of and by for on as 's its that is
389,to N that the <eos> <unk> of and in a whether how he what it for up is however rules
390,between <eos> is of in compares the <unk> to with N proposal merchant lies a and he 's that for
391,the a <unk> <eos> N to of its in and that their an for oct. 's it $ wall revenue
392,<eos> <unk> d.c. the and 's state to that N but for is a of by in are post have
393,thatcher yeargin <unk> marcos ward the <eos> N hills coleman thi a of to and in gandhi aquino bush engelken
394,the a <unk> N <eos> warner each white bob pitches of to in and $ its an mr. that 's
395,said <unk> has calif. <eos> the calif of to N in a $ and have who judge announced development outside
396,a to been <unk> the no <eos> n't N never of not an for in seen and much found done
397,the <unk> in N <eos> it a to now of index technology hurt training works argued finances scaring and that
398,<eos> in the to since <unk> a and of N that warner when for it he 's on they is
399,been <unk> the a to <eos> N charged n't of not taken never done put other set left failed in
400,the <unk> N <eos> her california media brands steppenwolf a $ of to in and its that 's for this
401,the <unk> <eos> and a of N to in that 's for on its it with from is said $
402,<eos> 's into william george writing 190-point the <unk> N of to a in and that for $ is it
403,<unk> was <eos> the and guard N a succeeds to of has is will in formerly stone had one $
404,and <unk> <eos> market look women woman offices sometimes wine stuff linda the N of to a in 's that
405,the other <unk> N <eos> a them others of to commercial and its in yesterday major those his 's $
406,in with <eos> to <unk> the by at N of a and 's that for $ is it said on
